Decision,Hand Strength,Pot,Already Bet,Call Difference,Players
1,12,250,100,0,5
0,9,475,100,125,4
0,5,250,100,0,5
0,6,475,150,75,3
1,13,250,100,0,4
3,13,1100,200,450,2
2,126,1550,650,0,2
2,126,1550,650,0,2
2,126,1550,650,0,2
0,7,300,150,-50,5
0,9,650,200,-50,3
1,12,250,100,0,3
4,102,550,200,0,2
2,102,775,200,0,2
0,102,1225,200,250,2
0,13,475,100,125,6
3,13,450,200,0,2
2,13,650,400,-200,2
2,13,650,400,-200,2
2,120,650,400,-200,2
0,11,587,200,87,3
1,7,250,100,0,3
1,411,250,100,0,4
1,13,250,100,0,6
0,11,1100,200,500,3
1,410,250,100,0,3
4,327,550,200,0,2
0,10,250,100,0,4
0,12,250,100,0,6
3,411,372,200,-78,2
2,120,494,322,-200,2
3,120,644,322,-172,2
2,120,794,472,-322,2
2,120,794,472,-322,2
1,13,300,200,-100,2
4,513,750,375,-100,2
2,506,1300,375,-100,2
3,506,2177,375,502,2
2,122,3054,1252,-375,2
1,122,4499,1252,193,2
0,409,450,100,100,5
0,5,250,100,0,6
3,9,450,200,0,2
2,214,650,400,-200,2
1,214,950,400,-100,2
4,612,2450,1000,-100,2
0,11,537,150,137,3
1,406,250,100,0,3
3,406,1575,225,875,2
0,12,250,100,0,4
0,402,250,100,0,6
3,13,475,100,125,4
4,13,825,325,-100,3
1,11,250,100,0,4
2,122,600,225,0,2
2,122,600,225,0,2
2,122,600,225,0,2
0,11,300,150,-50,5
0,11,537,150,137,3
1,410,250,100,0,4
2,124,775,225,0,3
2,124,775,225,0,3
4,124,775,225,0,3
0,13,250,100,0,5
0,11,1222,200,650,3
0,410,1075,100,525,5
0,5,250,100,0,5
0,403,372,200,-78,2
0,12,450,100,100,4
0,11,250,100,0,5
0,9,1350,200,750,3
0,7,250,100,0,3
1,116,250,100,0,4
0,12,250,100,0,6
3,409,372,200,-78,2
2,324,494,322,-200,2
3,324,644,322,-172,2
2,626,794,472,-322,2
3,626,1424,472,158,2
2,626,2054,1102,-472,2
0,9,250,100,0,3
1,124,250,100,0,4
1,13,250,100,0,5
3,13,1125,225,425,2
2,106,1550,650,0,2
3,106,2105,650,0,2
2,232,2660,1205,-555,2
3,232,3985,1205,120,2
2,232,5310,2530,-1205,2
1,13,300,150,-50,6
2,126,750,275,-50,2
3,126,1150,275,125,2
2,126,1550,675,-275,2
3,126,2550,675,325,2
2,126,3550,1675,-675,2
3,126,5550,1675,325,2
3,11,425,250,-125,2
2,11,550,375,-250,2
0,13,475,150,75,3
1,410,250,100,0,3
0,12,250,100,0,5
3,11,350,200,-100,2
2,11,450,300,-200,2
2,11,450,300,-200,2
4,12,450,300,-200,2
3,13,300,200,-100,2
2,104,350,250,-150,2
3,104,450,250,-150,2
2,104,550,350,-250,2
3,104,650,350,-250,2
2,104,750,450,-350,2
1,9,300,150,-50,3
4,12,600,250,-50,2
4,114,1050,250,-50,2
0,5,250,100,0,4
1,112,250,100,0,5
2,112,550,200,0,2
2,112,550,200,0,2
2,112,550,200,0,2
0,5,1350,200,750,3
3,12,500,150,100,3
2,124,700,350,-100,2
2,124,700,350,-100,2
3,124,1300,350,250,2
2,124,1900,950,-350,2
0,6,250,100,0,3
0,13,250,100,0,5
1,106,250,100,0,6
2,106,650,225,0,2
4,106,650,225,0,2
3,12,450,200,0,2
0,4,537,150,137,3
1,110,250,100,0,3
0,6,475,100,125,6
1,13,372,200,-78,2
4,120,1750,828,-78,2
3,118,537,150,137,3
2,118,961,387,-100,3
2,118,961,387,-100,3
2,118,961,387,-100,3
0,118,1391,387,43,3
0,12,250,100,0,4
1,13,250,100,0,5
1,13,1300,250,550,2
1,118,250,100,0,6
2,118,600,225,0,2
2,118,600,225,0,2
3,11,400,200,-50,2
2,324,550,350,-200,2
2,324,550,350,-200,2
2,324,550,350,-200,2
0,9,500,200,0,3
0,11,475,100,125,5
1,112,250,100,0,6
3,112,1150,200,500,2
2,112,1650,700,0,2
2,112,1650,700,0,2
0,112,2812,700,462,2
0,10,1225,150,600,4
0,11,475,100,125,5
0,10,250,100,0,6
0,12,475,100,125,4
0,13,250,100,0,5
3,11,372,200,-78,2
2,11,494,322,-200,2
0,11,899,322,83,2
3,11,250,150,-50,2
4,13,300,200,-100,2
2,106,400,200,-100,2
2,214,400,200,-100,2
0,6,250,100,0,4
0,13,250,100,0,6
0,411,537,150,137,3
3,114,500,100,150,4
4,114,750,350,-100,2
2,114,1075,350,-100,2
3,114,1975,350,550,2
0,9,250,100,0,5
3,12,372,200,-78,2
2,124,494,322,-200,2
3,124,944,322,128,2
2,124,1394,772,-322,2
3,124,2514,772,348,2
2,124,3634,1892,-772,2
0,124,11842,1892,6316,2
1,12,250,150,-50,2
0,13,1300,100,700,5
1,12,250,100,0,4
0,7,250,100,0,6
3,10,372,200,-78,2
2,114,494,322,-200,2
4,114,494,322,-200,2
1,110,250,150,-50,2
2,315,650,300,-50,2
2,315,650,300,-50,2
2,615,650,300,-50,2
0,9,250,100,0,4
0,409,250,100,0,6
0,8,450,150,50,3
0,6,250,100,0,4
1,9,250,100,0,5
2,106,650,200,0,2
4,214,650,200,0,2
2,214,925,200,0,2
0,5,1100,200,550,3
0,402,450,100,100,4
0,3,250,100,0,5
1,13,250,100,0,6
3,13,372,200,-78,2
2,13,494,322,-200,2
4,13,494,322,-200,2
0,10,250,100,0,3
0,12,250,100,0,5
0,9,405,200,-45,2
3,12,250,150,-50,2
0,404,250,100,0,3
1,12,250,100,0,4
2,13,600,225,0,2
1,13,950,225,125,2
1,405,250,100,0,6
0,9,372,200,-78,2
0,409,475,100,125,4
0,9,250,100,0,5
0,3,350,200,-100,2
0,12,250,100,0,3
1,13,250,100,0,4
0,13,250,100,0,6
3,410,600,200,-75,3
4,13,725,325,-200,3
2,13,2175,325,-200,3
0,402,450,150,50,3
0,7,250,100,0,4
0,8,250,100,0,6
3,12,405,200,-45,2
2,12,560,355,-200,2
0,8,825,150,200,4
0,403,450,100,100,4
1,126,475,100,125,5
4,126,1600,550,125,2
4,126,1975,550,125,2
0,3,250,100,0,6
1,7,250,150,-50,2
1,13,450,100,100,4
0,7,450,100,100,5
0,13,250,100,0,6
3,410,375,200,-75,2
2,13,500,325,-200,2
1,122,537,150,137,3
4,122,2508,992,137,2
2,122,3687,992,137,2
2,122,3687,992,137,2
3,122,5362,992,683,2
3,112,550,150,100,4
2,112,950,400,-150,3
0,112,1450,400,100,3
0,6,250,100,0,5
0,404,400,200,-50,2
1,11,250,150,-50,2
0,3,250,100,0,4
0,3,250,100,0,6
0,11,475,150,75,3
0,5,250,100,0,4
1,13,250,100,0,5
1,13,1887,287,1063,2
3,10,450,200,0,2
2,114,650,400,-200,2
2,224,650,400,-200,2
3,230,1250,400,200,2
0,13,1325,200,600,4
0,13,450,100,100,5
0,6,250,100,0,6
0,7,250,150,-50,2
1,126,250,100,0,4
1,126,1125,225,425,2
4,126,4449,1562,425,2
2,339,6511,1562,425,2
4,339,6511,1562,425,2
0,5,250,100,0,5
1,13,250,100,0,6
4,114,650,200,0,2
2,114,925,200,0,2
4,114,925,200,0,2
1,410,475,100,125,4
2,118,1600,550,125,2
1,327,2100,550,125,2
3,327,14100,3050,3275,2
1,11,300,150,-50,4
4,11,650,275,-50,2
2,11,900,275,-50,2
2,11,900,275,-50,2
0,8,300,150,-50,5
0,12,650,200,-50,3
1,12,250,150,-50,2
2,124,750,350,-50,2
2,244,750,350,-50,2
4,244,750,350,-50,2
3,116,450,100,100,4
3,234,913,300,-100,3
1,12,250,100,0,4
3,12,1525,225,825,2
4,12,2350,1050,0,2
2,12,2887,1050,0,2
4,124,2887,1050,0,2
0,4,300,150,-50,5
3,13,372,200,-78,2
2,13,494,322,-200,2
0,13,644,322,-172,2
0,10,500,100,150,4
1,12,250,100,0,4
0,8,250,100,0,6
0,10,450,150,50,3
1,13,250,100,0,3
1,11,250,100,0,4
4,12,600,225,0,2
0,12,250,100,0,5
0,12,375,200,-75,2
3,13,250,150,-50,2
4,116,300,200,-100,2
2,116,400,200,-100,2
3,116,733,200,133,2
2,116,1066,533,-200,2
0,13,450,100,100,4
0,8,250,100,0,5
0,8,600,200,-75,3
0,403,250,100,0,3
0,9,250,100,0,5
3,11,350,200,-100,2
2,122,450,300,-200,2
4,122,450,300,-200,2
2,232,562,300,-200,2
1,12,525,200,25,3
0,8,250,100,0,3
0,3,475,100,125,6
3,407,375,200,-75,2
2,12,500,325,-200,2
2,12,500,325,-200,2
2,503,500,325,-200,2
3,12,300,200,-100,2
4,118,350,250,-150,2
4,118,450,250,-150,2
1,124,475,100,125,4
2,124,1900,700,125,2
0,244,3100,700,500,2
0,11,250,100,0,5
0,12,375,200,-75,2
3,118,537,150,137,3
2,118,774,387,-100,2
2,118,774,387,-100,2
3,118,1279,387,118,2
2,118,1784,892,-387,2
1,118,2839,892,163,2
1,13,475,100,125,5
4,120,1750,625,125,2
3,120,3737,625,1362,2
3,228,7049,1862,213,2
4,228,9124,3937,-1862,2
0,13,300,150,-50,5
0,10,450,200,0,2
1,13,1275,150,650,4
4,13,4099,1162,650,2
4,13,6073,1162,650,2
0,10,250,100,0,4
1,13,475,100,125,6
4,13,1300,400,125,2
4,106,1600,400,125,2
3,410,375,200,-75,2
2,116,500,325,-200,2
2,116,500,325,-200,2
0,116,875,325,50,2
3,102,250,150,-50,2
3,102,632,200,132,2
2,102,864,432,-100,2
2,102,864,432,-100,2
2,102,864,432,-100,2
0,5,250,100,0,4
1,12,250,100,0,5
0,7,250,100,0,6
3,11,372,200,-78,2
2,122,494,322,-200,2
2,232,494,322,-200,2
2,232,494,322,-200,2
1,232,741,322,-75,2
3,13,300,200,-100,2
3,13,675,250,75,2
2,126,900,475,-150,2
4,126,900,475,-150,2
4,339,1062,475,-150,2
0,8,250,100,0,4
0,8,250,100,0,6
0,9,1225,150,600,4
1,13,250,100,0,3
2,13,650,250,0,2
4,112,650,250,0,2
1,112,1405,250,368,2
1,11,300,150,-50,4
0,10,250,100,0,5
3,13,372,200,-78,2
2,110,494,322,-200,2
3,110,644,322,-172,2
2,228,794,472,-322,2
2,244,794,472,-322,2
3,244,1588,472,322,2
1,13,810,200,55,4
4,13,3179,1257,55,2
0,404,475,100,125,4
0,10,250,100,0,5
0,8,350,200,-100,2
0,9,475,100,125,4
0,6,475,100,125,6
1,122,250,100,0,6
0,7,1075,100,525,5
0,4,250,100,0,5
1,13,250,100,0,6
4,126,650,250,0,2
1,13,250,150,-50,2
1,11,250,100,0,3
4,12,600,225,0,2
3,12,1575,225,750,2
3,122,4825,975,1525,2
2,122,7325,3475,-975,2
0,8,300,150,-50,4
0,7,250,100,0,6
1,12,250,150,-50,2
0,12,1150,250,450,2
1,12,250,100,0,3
4,226,650,250,0,2
0,11,250,100,0,5
3,9,450,200,0,2
2,13,650,400,-200,2
2,13,650,400,-200,2
0,118,1100,400,50,2
1,12,250,150,-50,2
2,12,650,300,-50,2
2,13,650,300,-50,2
2,124,650,300,-50,2
1,13,300,150,-50,3
2,112,650,275,-50,2
2,226,650,275,-50,2
3,226,850,275,-50,2
1,13,300,150,-50,4
0,4,250,100,0,5
3,13,450,200,0,2
0,13,950,400,-100,2
3,13,450,150,50,3
2,13,600,300,-100,2
0,10,250,100,0,3
0,9,250,100,0,5
1,116,250,100,0,6
1,411,537,150,137,3
3,411,4360,1161,1364,2
2,11,5587,2388,137,2
3,11,6862,2388,137,2
4,11,8137,3663,-1138,2
0,11,250,100,0,3
0,13,250,100,0,5
3,405,372,200,-78,2
2,13,494,322,-200,2
2,122,494,322,-200,2
2,230,494,322,-200,2
0,10,525,200,25,3
1,104,250,100,0,4
4,306,700,200,0,3
4,306,1000,200,0,2
4,306,2200,200,0,2
0,11,250,100,0,5
3,406,372,200,-78,2
2,9,494,322,-200,2
4,11,494,322,-200,2
4,508,617,322,-200,2
0,13,475,150,75,3
0,8,250,100,0,4
0,11,250,100,0,6
3,12,250,150,-50,2
4,13,300,200,-100,2
0,9,250,100,0,3
0,12,250,100,0,5
0,7,550,200,-100,3
1,411,250,150,-50,2
2,120,550,250,-50,2
4,120,550,250,-50,2
2,224,950,250,-50,2
0,404,250,100,0,4
1,106,250,100,0,6
0,8,500,150,100,3
0,12,475,100,125,5
0,409,250,100,0,6
0,10,537,150,137,3
0,9,1075,100,525,6
0,6,250,100,0,6
3,13,650,200,-50,3
2,13,800,350,-200,3
2,13,800,350,-200,3
0,10,537,150,137,3
1,13,250,100,0,3
2,13,650,250,0,2
2,126,650,250,0,2
4,126,650,250,0,2
0,7,475,100,125,6
0,9,400,200,-50,2
0,9,250,100,0,3
1,410,250,100,0,5
0,410,1525,225,825,2
1,10,450,200,0,2
4,112,1850,800,0,2
3,13,475,150,75,3
2,13,650,325,-100,2
0,13,910,325,-65,2
1,407,250,100,0,4
1,407,1125,225,425,2
0,11,475,100,125,6
0,11,500,150,100,3
0,406,250,100,0,4
1,11,250,100,0,5
0,402,862,200,312,3
1,11,250,100,0,3
4,118,600,225,0,2
0,7,250,100,0,4
0,8,250,100,0,6
3,13,400,200,-50,2
2,108,550,350,-200,2
2,108,550,350,-200,2
2,108,550,350,-200,2
0,4,250,100,0,3
0,402,250,100,0,5
1,13,250,100,0,6
0,6,550,200,-100,3
1,11,250,150,-50,2
4,11,650,300,-50,2
2,12,900,300,-50,2
2,112,900,300,-50,2
0,405,250,100,0,4
0,9,250,100,0,6
3,411,450,200,0,2
4,11,650,400,-200,2
1,9,250,100,0,3
0,9,1300,250,550,2
0,11,250,100,0,5
3,11,372,200,-78,2
2,122,494,322,-200,2
2,122,494,322,-200,2
4,234,494,322,-200,2
0,11,537,150,137,3
0,10,250,100,0,4
0,9,250,100,0,6
1,13,450,200,0,2
4,116,2150,950,0,2
2,116,3200,950,0,2
4,240,3200,950,0,2
1,104,250,100,0,3
3,104,1550,200,900,2
0,104,3338,1100,0,2
0,402,250,100,0,5
0,6,550,200,-100,3
1,13,250,100,0,3
0,402,250,100,0,4
3,110,475,100,125,6
0,12,250,100,0,6
0,11,537,150,137,3
1,13,250,100,0,4
4,118,550,200,0,2
0,10,250,100,0,5
1,13,250,150,-50,2
0,11,1075,100,525,5
0,11,250,100,0,5
1,13,250,100,0,6
3,13,400,200,-50,2
2,13,550,350,-200,2
2,13,550,350,-200,2
2,13,550,350,-200,2
3,13,300,200,-100,2
4,126,350,250,-150,2
1,114,250,100,0,3
3,114,1600,250,850,2
3,114,3300,1100,0,2
2,234,4150,1950,-850,2
2,234,4150,1950,-850,2
0,13,250,100,0,5
3,13,372,200,-78,2
2,13,494,322,-200,2
0,13,644,322,-172,2
0,11,450,100,100,4
0,10,250,100,0,5
1,13,372,200,-78,2
4,13,2500,1203,-78,2
2,13,3125,1203,-78,2
2,413,3125,1203,-78,2
0,9,500,200,0,3
3,408,450,100,100,4
2,12,650,300,-100,2
1,11,250,100,0,4
0,410,250,100,0,5
3,7,372,200,-78,2
2,13,494,322,-200,2
4,13,494,322,-200,2
4,13,1482,322,-200,2
3,116,537,150,137,3
2,116,774,387,-100,2
2,116,774,387,-100,2
2,116,774,387,-100,2
0,116,1111,387,-50,2
0,405,475,100,125,5
0,408,250,100,0,6
0,10,537,150,137,3
1,13,250,100,0,3
2,114,650,250,0,2
2,114,650,250,0,2
3,114,770,250,0,2
0,9,250,100,0,5
0,10,350,200,-100,2
0,9,250,100,0,3
0,12,250,100,0,5
3,114,450,200,0,2
3,114,950,400,-100,2
2,114,1250,700,-400,2
3,114,2150,700,200,2
0,4,500,200,0,3
1,13,250,100,0,4
2,112,600,225,0,2
0,112,1000,225,175,2
1,12,250,100,0,5
0,7,250,100,0,6
0,408,450,150,50,3
1,13,250,100,0,3
0,6,475,100,125,6
0,5,372,200,-78,2
0,10,250,100,0,3
1,13,250,100,0,5
4,120,550,200,0,2
2,120,775,200,0,2
2,120,775,200,0,2
0,9,300,150,-50,6
1,411,372,200,-78,2
0,12,450,100,100,4
0,6,250,100,0,5
1,12,250,100,0,6
4,13,550,200,0,2
3,10,600,200,-75,3
2,12,725,325,-200,3
0,404,537,150,137,3
1,9,250,100,0,3
4,118,650,250,0,2
2,118,925,250,0,2
3,118,3925,250,2750,2
0,403,250,100,0,5
1,114,250,100,0,6
1,124,505,150,105,3
0,10,475,100,125,5
0,406,250,100,0,6
3,411,537,150,137,3
2,11,774,387,-100,2
4,11,774,387,-100,2
0,7,250,100,0,4
1,124,250,100,0,6
3,8,375,200,-75,2
2,13,500,325,-200,2
0,13,750,325,-75,2
3,11,250,150,-50,2
3,11,625,200,125,2
2,11,850,425,-100,2
0,10,250,100,0,3
1,104,250,100,0,4
1,12,250,100,0,5
2,12,550,200,0,2
0,11,250,100,0,6
1,411,537,150,137,3
4,248,2508,992,137,2
4,248,3097,992,137,2
1,12,250,100,0,3
4,12,650,250,0,2
0,11,475,100,125,5
0,11,250,100,0,6
0,8,1015,150,105,5
0,8,475,100,125,5
0,11,250,100,0,6
0,407,2475,150,2075,3
1,118,250,100,0,3
2,118,600,225,0,2
2,118,600,225,0,2
4,327,600,225,0,2
0,8,250,100,0,5
0,12,375,200,-75,2
0,11,250,100,0,3
0,407,475,100,125,6
3,410,450,200,0,2
0,12,950,400,-100,2
3,13,500,150,100,3
2,13,700,350,-100,2
0,5,475,100,125,4
0,4,250,100,0,5
1,122,250,100,0,6
4,122,700,200,0,3
4,122,1300,200,0,2
3,110,450,150,50,3
2,110,600,300,-100,2
2,236,600,300,-100,2
2,236,600,300,-100,2
3,236,850,300,-50,2
0,7,475,100,125,5
0,11,250,100,0,6
3,13,350,200,-100,2
2,13,450,300,-200,2
4,13,450,300,-200,2
1,13,500,100,150,4
0,5,475,100,125,5
0,403,250,100,0,6
1,12,250,150,-50,2
0,12,1450,350,550,2
1,13,250,100,0,4
2,13,550,200,0,2
2,13,550,200,0,2
2,13,550,200,0,2
0,6,525,150,75,6
0,9,450,200,0,2
3,106,475,150,75,3
2,309,775,325,-100,3
2,309,775,325,-100,3
1,309,1112,325,12,3
4,623,4147,1674,12,2
3,118,475,100,125,4
2,118,825,325,-100,3
3,118,1368,325,218,2
2,118,1911,868,-325,2
0,3,250,100,0,5
0,6,250,150,-50,2
0,6,450,100,100,5
1,12,250,100,0,6
2,122,600,225,0,2
3,122,975,225,150,2
2,230,1350,600,-225,2
0,5,425,250,-125,2
1,11,537,150,137,3
4,118,3033,1161,137,2
2,118,4474,1161,137,2
3,118,6229,1161,594,2
4,240,7984,2916,-1161,2
1,13,300,150,-50,3
3,13,1600,250,850,2
1,248,3250,1150,-50,2
0,12,475,100,125,6
0,8,1011,200,450,3
0,5,500,100,150,4
1,13,450,100,100,5
0,11,250,100,0,6
3,12,372,200,-78,2
2,12,494,322,-200,2
0,7,475,150,75,3
1,118,250,100,0,4
4,118,600,225,0,2
0,5,250,100,0,5
0,5,450,200,0,2
1,12,250,100,0,3
2,124,550,200,0,2
2,250,550,200,0,2
4,250,550,200,0,2
0,11,250,100,0,4
0,8,250,100,0,6
2,12,400,200,-200,3
2,108,400,200,-200,3
2,108,400,200,-200,3
0,9,1275,150,650,4
0,11,250,100,0,4
0,12,250,100,0,6
3,12,250,150,-50,2
0,12,620,200,120,2
1,126,475,100,125,4
4,126,1750,625,125,2
4,126,2575,625,125,2
4,339,5050,625,125,2
3,339,7625,625,1950,2
0,406,250,100,0,5
3,13,450,200,0,2
2,126,650,400,-200,2
2,248,650,400,-200,2
4,248,650,400,-200,2
3,405,300,200,-100,2
4,122,350,250,-150,2
0,3,500,100,150,4
0,10,475,100,125,6
0,11,525,200,-25,3
1,406,450,100,100,4
1,12,250,100,0,4
2,13,550,200,0,2
2,13,550,200,0,2
3,13,800,200,50,2
1,13,300,150,-50,5
0,4,250,100,0,6
2,13,350,200,-200,2
2,513,350,200,-200,2
2,504,350,200,-200,2
4,108,350,200,-200,2
1,116,250,150,-50,2
2,116,550,250,-50,2
3,116,675,250,-50,2
2,116,800,375,-175,2
4,116,800,375,-175,2
0,411,450,100,100,5
0,11,250,100,0,6
0,11,500,150,100,3
1,122,250,100,0,3
1,122,1375,200,725,2
0,11,250,100,0,5
3,12,450,200,0,2
2,13,650,400,-200,2
2,13,650,400,-200,2
2,13,650,400,-200,2
0,8,1225,200,525,4
0,7,475,100,125,5
0,3,250,100,0,6
3,13,372,200,-78,2
2,112,494,322,-200,2
4,318,494,322,-200,2
2,318,741,322,-200,2
0,13,1075,100,525,5
0,405,250,100,0,5
3,9,250,150,-50,2
2,13,300,200,-100,2
0,13,400,200,-100,2
3,12,475,100,125,4
1,13,250,100,0,4
1,13,250,100,0,5
3,13,1637,287,813,2
2,13,2450,1100,0,2
0,13,3950,1100,400,2
1,13,250,100,0,6
2,120,550,200,0,2
0,402,250,150,-50,2
0,12,250,100,0,4
0,8,250,100,0,6
0,6,475,150,75,3
0,407,250,100,0,4
0,8,250,100,0,6
1,120,250,150,-50,2
4,330,700,325,-50,2
4,330,975,325,-50,2
0,12,475,100,125,4
0,11,250,100,0,5
3,12,372,200,-78,2
2,124,494,322,-200,2
4,244,494,322,-200,2
0,8,1175,150,575,4
1,13,250,100,0,3
4,110,600,225,0,2
0,11,250,100,0,5
3,13,372,200,-78,2
2,102,494,322,-200,2
3,102,644,322,-172,2
4,303,794,472,-322,2
1,303,1639,472,373,2
1,6,250,150,-50,2
0,9,475,100,125,4
0,10,250,100,0,5
0,405,1155,200,550,3
3,13,450,100,100,4
2,13,750,300,-100,3
4,114,750,300,-100,3
0,13,450,100,100,5
0,10,250,100,0,6
3,410,600,200,-75,3
2,124,725,325,-200,3
1,124,925,325,-125,2
0,11,450,100,100,4
0,11,250,100,0,5
0,12,537,150,137,3
1,12,250,100,0,3
2,12,550,200,0,2
0,13,250,100,0,4
1,126,475,100,125,6
4,126,1300,400,125,2
2,126,1900,400,125,2
0,8,250,100,0,6
0,12,537,150,137,3
0,10,250,100,0,4
0,10,250,100,0,6
3,12,505,150,105,3
2,124,710,355,-100,2
3,124,1110,355,45,2
2,124,1510,755,-355,2
0,124,2410,755,145,2
0,11,450,100,100,5
1,108,250,100,0,5
3,108,1125,200,475,2
2,108,1600,675,0,2
1,126,250,100,0,6
1,126,1550,200,900,2
3,126,13800,1350,8650,2
0,9,650,150,50,4
0,10,450,100,100,5
0,10,250,100,0,6
0,7,250,100,0,3
0,13,475,100,125,6
0,9,375,200,-75,2
0,11,250,100,0,3
0,12,475,100,125,6
3,8,405,200,-45,2
2,122,560,355,-200,2
2,234,560,355,-200,2
2,234,560,355,-200,2
0,7,300,200,-100,2
0,5,250,100,0,3
0,11,250,100,0,5
1,13,250,100,0,6
4,116,550,200,0,2
0,9,375,200,-75,2
0,7,250,100,0,3
1,410,250,100,0,4
2,116,550,200,0,2
4,116,550,200,0,2
2,324,662,200,0,2
0,12,250,100,0,6
0,8,1210,150,600,4
0,9,250,100,0,4
1,12,250,100,0,6
2,122,600,225,0,2
4,122,600,225,0,2
0,12,372,200,-78,2
0,12,450,100,100,4
0,10,250,100,0,5
0,9,360,200,-90,2
3,12,500,100,150,4
4,12,750,350,-100,2
2,12,1075,350,-100,2
2,12,1075,350,-100,2
1,10,300,150,-50,4
4,116,700,300,-50,2
2,324,975,300,-50,2
2,324,975,300,-50,2
0,8,300,150,-50,5
1,8,300,200,-200,2
0,13,500,150,100,3
0,11,250,100,0,4
0,8,250,100,0,6
0,12,475,150,75,3
0,4,250,100,0,4
0,11,250,100,0,6
2,7,300,200,-200,2
4,11,300,200,-200,2
0,5,500,150,100,3
0,13,1275,100,725,6
0,6,250,100,0,6
3,10,375,200,-75,2
2,108,500,325,-200,2
3,405,250,150,-50,2
4,9,300,200,-100,2
0,11,450,100,100,4
0,402,250,100,0,5
1,122,360,200,-90,2
0,6,450,150,50,3
1,11,250,100,0,3
4,110,724,287,0,2
0,9,250,100,0,5
0,12,372,200,-78,2
3,13,250,150,-50,2
4,112,300,200,-100,2
2,112,400,200,-100,2
0,11,475,100,125,4
0,6,250,100,0,5
1,411,250,100,0,6
3,9,450,200,0,2
3,234,850,400,-200,2
4,234,1050,600,-400,2
0,403,500,100,150,4
1,12,250,100,0,4
0,12,250,100,0,6
3,104,372,200,-78,2
2,104,494,322,-200,2
2,104,494,322,-200,2
2,104,494,322,-200,2
1,124,550,200,50,3
4,124,2600,1100,50,2
3,124,10200,1100,6500,2
0,102,450,100,100,5
0,411,250,100,0,6
3,13,500,150,100,3
2,120,850,350,-100,3
4,120,850,350,-100,3
0,11,250,100,0,3
3,116,450,100,100,5
2,116,650,300,-100,2
0,13,250,100,0,5
2,13,300,200,-200,2
2,13,300,200,-200,2
3,104,425,200,-75,2
4,230,550,325,-200,2
0,5,475,150,75,3
3,404,475,100,125,4
3,108,1150,325,125,2
4,108,1600,775,-325,2
1,114,250,100,0,5
4,114,650,250,0,2
0,114,1725,250,825,2
3,410,600,200,-75,3
2,234,725,325,-200,3
3,234,905,325,-145,3
2,234,1085,505,-325,2
3,234,1935,505,345,2
2,234,2785,1355,-505,2
0,409,550,200,50,3
0,13,250,100,0,4
1,110,250,100,0,5
3,110,1550,250,800,2
0,4,250,100,0,6
3,104,360,200,-90,2
2,104,470,310,-200,2
1,110,500,150,100,3
0,12,250,100,0,3
1,13,250,100,0,5
0,6,250,100,0,6
3,11,360,200,-90,2
2,122,470,310,-200,2
3,122,620,310,-160,2
2,122,770,460,-310,2
4,122,770,460,-310,2
3,13,300,200,-100,2
4,102,350,250,-150,2
0,12,450,100,100,5
0,10,250,100,0,6
0,10,450,150,50,3
0,11,500,100,150,5
0,11,250,100,0,6
3,8,375,200,-75,2
2,13,500,325,-200,2
0,13,500,150,100,3
0,411,500,100,150,5
0,7,250,100,0,6
3,110,250,150,-50,2
3,110,650,200,150,2
2,110,900,450,-100,2
2,230,900,450,-100,2
2,230,900,450,-100,2
0,230,1200,450,-100,2
0,409,250,100,0,4
1,13,250,100,0,5
2,126,800,200,0,3
3,126,1500,200,500,2
2,126,2200,900,-200,2
3,126,4800,900,1700,2
2,126,7400,3500,-900,2
0,4,250,100,0,6
1,13,450,200,0,2
0,8,250,100,0,3
3,13,500,100,150,6
2,13,900,350,-100,3
0,116,1265,350,15,3
3,11,375,200,-75,2
2,13,500,325,-200,2
3,13,750,325,-75,2
2,122,1000,575,-325,2
2,236,1000,575,-325,2
0,12,525,200,25,3
3,12,450,100,100,4
3,12,2620,300,785,3
2,13,3505,1185,-100,3
3,13,500,100,150,5
4,13,750,350,-100,2
0,13,2350,350,1250,2
0,11,250,100,0,6
3,410,475,150,75,3
2,118,775,325,-100,3
2,118,775,325,-100,3
2,118,775,325,-100,3
0,8,1325,150,675,5
1,410,250,100,0,4
3,410,1525,225,825,2
3,120,3050,1050,0,2
0,6,250,100,0,5
1,13,250,100,0,6
1,108,250,150,-50,2
1,411,500,100,150,4
0,411,3718,668,1732,2
0,10,250,100,0,5
1,13,250,100,0,6
3,9,375,200,-75,2
2,12,500,325,-200,2
1,12,700,325,-125,2
4,12,2700,1225,-125,2
2,108,5400,1225,-125,2
0,12,461,150,61,3
0,9,450,100,100,5
0,8,250,100,0,6
0,8,500,100,150,4
1,408,250,100,0,4
4,10,600,225,0,2
0,10,250,100,0,6
3,13,450,100,100,4
3,126,913,300,-100,3
2,126,1076,463,-263,2
2,126,1076,463,-263,2
0,13,500,150,50,5
1,411,250,100,0,6
1,120,372,200,-78,2
4,120,2500,1203,-78,2
2,238,3125,1203,-78,2
3,238,4063,1203,-78,2
4,629,5001,2141,-1016,2
3,13,450,150,50,3
2,13,600,300,-100,2
0,13,950,300,50,2
0,9,500,100,150,5
0,7,250,100,0,6
0,10,450,150,50,3
1,13,250,100,0,4
2,13,650,250,0,2
2,126,650,250,0,2
3,339,1475,250,575,2
1,408,300,150,-50,5
